Client ID,Name,Age,Sex,Location ID,Joined Bank,Banking Contact,Nationality,Occupation,Investment Advisor,Fee Structure,Loyalty Classification,Banking Relationship,Estimated Income,Superannuation Savings,Amount of Credit Cards,Credit Card Balance,Bank Loans,Bank Deposits,Checking Accounts,Saving Accounts,Foreign Currency Account,Business Lending,Properties Owned,Risk Weighting
PKR25702,Christopher Cox,76,Male,15463,12/06/2015,Patrick Graham,American,Administrative Assistant IV,Kevin Kim,Mid,Silver,Retail,302021.9442,5907.2,3,825.517,1259346.4114,462110.268004,75017.90065,137282.7581895,23172.4262,2366879.6998,1,2
PKR67912,Russell Lawson,66,Female,29994,08/21/2003,Anthony Torres,European,Internal Auditor,Ernest Knight,Mid,Silver,Institutional,274381.4427,26955.98,1,4251.7244,665570.3168,1124343.3136,488444.2264,424485.680528,47412.8722,1827431.046,2,2
PKR76171,Jacqueline Williamson,42,Female,22631,06/17/1996,Adam Hernandez,European,Software Test Engineer III,Peter Castillo,Mid,Silver,Retail,122710.896,20009.16,1,4783.5468,763332.606,129332.337552,48804.65568,76867.332696,14130.2664,334266.1452,2,2
PKR34798,Craig Myers,29,Male,41743,02/14/1998,Victor Martinez,European,VP Accounting,Kevin Kim,High,Jade,Institutional,120617.6745,15025.68,1,1932.4284,575222.3166,588831.435981,455869.498824,122324.98218444,16839.3519,970188.1086,2,1
PKR93920,Paul Riley,22,Female,23157,11/11/2016,Bobby Burton,European,Statistician I,Joe Carroll,Mid,Jade,Retail,108847.4742,7393.47,1,2935.2285,129402.6672,257681.311434,177419.919348,294010.1520624,18533.7825,640916.3982,3,2
PKR18628,Patrick Ruiz,36,Female,3323,01/29/1997,Joshua Little,Asian,Accountant II,Eugene Cunningham,High,Platinum,Institutional,93309.597,22124.7,2,937.3129,695931.2574,858197.397186,319474.943478,168820.5828771,30101.0372,935708.8081,3,1
PKR42134,Ann Henderson,35,Female,37517,11/27/2006,Paul Holmes,American,Biostatistician III,Nicholas Morrison,Low,Silver,Retail,131076.3924,13731.44,1,6092.0574,256672.8554,325915.339752,109714.074768,159730.785324,53942.1002,1750716.4866,2,3
PKR92265,George Nguyen,84,Female,29835,04/21/2001,Benjamin Kim,Asian,Information Systems Manager,Joe Carroll,Mid,Jade,Institutional,83441.3176,2173.28,1,862.3454,322636.1082,198962.546468,37398.9749,133514.340393,1917.328,432785.2452,1,1
PKR77317,Michael Perkins,48,Female,14844,08/04/1992,Frank Brown,European,Programmer Analyst II,Nicholas Ward,Mid,Platinum,Institutional,359386.368,4756.08,1,2420.8736,1546378.4144,1190649.746432,872458.86592,163201.1290368,75357.4048,168061.1712,2,3
PKR60176,Eugene Ryan,25,Male,41105,07/31/2011,Joshua Bennett,Asian,Accounting Assistant IV,Eugene Cunningham,Mid,Jade,Retail,113118.5748,12160.5,2,1536.5394,641964.6618,1029868.13358,340871.84703,349792.5357927,6328.9116,433718.3532,3,1
PKR51597,Janet Gordon,20,Male,26593,07/10/2008,Jesse Evans,European,Programmer Analyst IV,Carl Anderson,Low,Platinum,Retail,110102.322,12255.54,1,1513.512,37756.8048,136175.349024,151887.889296,91289.85898032,5837.4888,469924.5408,1,2
PKR33238,Ruby Oliver,79,Female,26406,08/07/2004,Anthony Torres,European,Health Coach IV,Eric Shaw,Low,Jade,Retail,343198.6635,27522.88,1,4049.9305,140800.9911,758995.412098,582243.055856,306509.38011848,11408.9437,637394.9813,0,3
PKR18364,Peter Riley,24,Male,14468,06/04/1992,Stephen Payne,European,Computer Systems Analyst IV,Joe Carroll,Mid,Gold,Institutional,139310.3199,37632.9,3,2109.054,252780.6228,94179.543108,113664.96582,26792.456229,10164.2796,303349.1118,2,2
PKR92467,Philip Hanson,32,Female,41694,01/30/2017,Jonathan Hawkins,Asian,Speech Pathologist,Carl Anderson,Mid,Silver,Institutional,89269.83,18376.2,3,329.217,32037.078,199933.90683,199933.90683,152113.6494423,1727.52,154043.361,3,1
PKR60476,Carolyn Ross,76,Female,37286,03/08/2011,Gregory Simmons,European,Statistician IV,Lawrence Sanchez,Low,Silver,Retail,75161.9064,13911.24,2,2286.7572,557461.2708,25563.149808,16645.771968,11901.72695712,18131.5176,491968.848,3,1
PKR61025,Pamela Bailey,40,Male,11151,08/10/2000,Mark Montgomery,Asian,Paralegal,Sean Vasquez,Mid,Gold,Institutional,124589.3747,23297.54,1,468.2048,124046.9888,346256.748544,400359.365504,129413.45976832,22425.8496,717391.36,0,2
PKR55955,Shirley Chavez,43,Female,20600,04/14/1999,Gregory Simmons,American,Editor,Daniel Carroll,Mid,Silver,Institutional,435632.1697,37078.86,1,3008.915,424214.245,71187.935,76882.9698,56978.823174,10069.15,961426.375,0,4
PKR75964,Daniel Harris,71,Female,22925,09/10/2018,Phillip Peters,European,Programmer Analyst IV,Victor Rogers,High,Silver,Retail,88221.815,12126.95,1,5284.5925,918742.143,542037.00177,348097.1571,156643.720695,15380.772,1451850.5155,3,2
PKR17939,Ryan Gray,29,Male,18807,04/17/2001,Anthony Berry,Asian,Civil Engineer,Kevin Kim,High,Jade,Private Bank,48788.1453,30341.94,1,872.3244,1099020.4812,1385972.003232,511219.18152,337404.6598032,53970.2502,536373.732,1,2
PKR49363,Phillip Morales,66,Male,41568,08/23/1997,Phillip Peters,European,Administrative Officer,Eric Shaw,High,Silver,Retail,324199.8375,27648.39,1,365.057,557907.889,507996.3812,369451.9136,74814.012504,12758.361,359677.703,3,3
PKR93355,Henry Wood,61,Female,15256,08/07/2003,Joshua Bennett,European,Health Coach III,Fred Bryant,Mid,Jade,Retail,282658.4893,30651.24,1,10127.2827,436116.4686,989380.390482,512232.400746,227346.9833448,57308.3361,588222.3054,1,2
PKR65845,Norma Austin,24,Female,8942,01/01/1999,Bruce Porter,African,Administrative Officer,Nicholas Morrison,High,Silver,Retail,274736.5632,45424.8,2,641.8728,702014.7096,147575.129184,105053.481792,139270.90157568,30227.9184,865724.1336,0,2
PKR26284,Kathryn Johnson,23,Female,31544,06/07/2005,Ernest Rivera,Asian,Systems Administrator IV,Victor Gutierrez,Mid,Gold,Institutional,147339.8622,27029.67,1,3638.1465,245108.4436,149314.450246,121975.184708,53879.38331412,4424.4218,959192.1932,0,2
PKR24774,Dennis Berry,48,Female,15098,11/01/1992,Raymond Alexander,Asian,Budget/Accounting Analyst I,Carl Anderson,High,Jade,Commercial,81683.4375,23580.9,2,2171.3125,418824.875,959454.453125,644753.3925,73686.102,37787.75,742030.1875,1,1
PKR12731,Rachel Adams,26,Female,26908,01/04/2002,Frank Brown,Asian,Senior Financial Analyst,Joe Carroll,High,Jade,Retail,76005.2996,40640.6,2,5570.9,495739.92,606032.72,399981.5952,103025.5624,30266.72,172313.94,0,2
PKR93115,Adam Robertson,70,Female,14612,12/15/2003,Paul Larson,European,Software Test Engineer II,Peter Castillo,Low,Gold,Institutional,206026.56,3094.2,2,2470.818,818737.344,630729.90276,411037.46472,357177.383136,23541.924,256471.122,3,2
PKR85411,Jack Morrison,85,Male,33602,10/29/1996,Jeremy Vasquez,Asian,Product Engineer,Juan Ramirez,High,Jade,Retail,288440.8065,5937.12,1,1909.7694,397326.4218,265216.000896,168773.818752,263367.52573824,15873.9966,654569.8236,2,2
PKR58620,Raymond Collins,37,Female,5929,09/23/2006,Roy Rice,Asian,Staff Scientist,Victor Gutierrez,Mid,Platinum,Retail,57825.3168,47025.14,2,3151.3856,627597.9264,972403.539968,395038.938112,328186.1947392,73866.7008,1634407.296,2,2
PKR86466,John Hart,31,Female,30879,12/10/2002,Raymond Alexander,African,Systems Administrator IV,Jeremy Porter,High,Jade,Private Bank,412837.035,62194.6,1,7104.708,927808.2945,1251565.579305,441729.02799,428967.9671814,104897.6415,958339.062,0,5
PKR67594,Christina Alvarez,85,Female,40787,11/03/2016,Todd Roberts,European,Data Coordiator,Juan Ramirez,Low,Jade,Commercial,130272.5226,20605.37,3,1928.394,230291.8668,124809.29064,82050.55218,32508.1976454,34351.0956,985553.244,0,1
PKR34060,Rebecca Perkins,37,Female,25142,12/22/1999,Jason Duncan,European,Assistant Professor,Ryan Taylor,High,Gold,Private Bank,360800.2112,18238.48,1,526.4216,338782.7908,34504.451744,45616.054848,8748.92539136,27404.4144,520344.8832,2,3
PKR93556,Jonathan Hanson,71,Female,5443,05/14/2015,Jason Duncan,Asian,Dental Hygienist,Jack Phillips,High,Silver,Retail,35234.55,15378.9,3,3792.066,144620.706,441638.95272,115353.4578,257073.42024,23225.952,387030.324,0,1
PKR98512,Christine Graham,72,Male,34042,08/17/2011,Joshua Little,European,Account Representative I,Eugene Cunningham,High,Gold,Retail,95828.9381,9459.79,2,1871.164,312519.5158,267545.782996,93925.647222,236464.93246072,2184.5318,824674.1448,0,1
PKR52571,Katherine Young,35,Male,37025,02/25/2003,Benjamin Kim,African,Health Coach II,Peter Castillo,High,Gold,Retail,146788.5,39834.5,1,2397.235,122986.185,640602.90805,367870.9769,223767.035604,27457.355,1002791.63,3,2
PKR37643,Jeremy Freeman,56,Male,30085,10/13/2010,Jeremy Vasquez,Australian,Help Desk Operator,Joe Carroll,High,Jade,Retail,70386.822,49752.78,1,4733.4144,1229595.6816,325521.191424,190930.698816,86670.01721664,39190.008,1637999.5632,3,2
PKR54218,Joseph Butler,19,Male,20483,07/23/1998,Donald Reynolds,Australian,Administrative Assistant II,Steve Sanchez,Mid,Jade,Retail,54632.704,6161.4,1,833.7476,60365.8608,90680.459548,34781.546128,76916.90486592,6030.4132,412083.0728,3,1
PKR61793,Brian Smith,26,Female,40266,09/07/1994,Shawn Cook,European,Staff Accountant III,Peter Castillo,Mid,Jade,Private Bank,390608.46,51660,2,6590.61,1303392.78,81313.25112,54839.16936,36534.2328288,35486.352,1703047.68,2,4
PKR36608,Kimberly Schmidt,34,Male,5278,11/28/2016,Anthony Torres,European,Account Representative I,Fred Bryant,High,Silver,Institutional,209330.6866,12650.79,1,2424.384,469557.504,185097.7656,157333.10076,105814.222668,62.586,187166.544,2,2
PKR48488,Carol Warren,75,Female,1920,07/19/2005,Donald Reynolds,Asian,Mechanical Systems Engineer,Eugene Cunningham,High,Jade,Institutional,112683.7344,5161.2,2,5247.151,832861.832,1070053.5824,716470.65952,173348.6803488,26418.789,1165504.967,1,2
PKR67225,Jean Austin,68,Female,8973,12/21/1994,Shawn Long,European,Registered Nurse,Steve Sanchez,Low,Silver,Private Bank,231396.2784,40382.64,2,757.4112,113522.5728,569570.558976,577946.596608,251867.45159424,6840.2016,1228111.1712,1,2
PKR82919,John Simpson,62,Female,26692,06/28/2015,Jerry Green,Asian,Staff Accountant III,Carl Anderson,Mid,Jade,Retail,49986.846,19271.46,1,3557.9856,181563.1792,94786.285568,28061.72928,38070.4127232,14690.7696,191065.7632,2,1
PKR77016,Heather Phillips,83,Female,27671,03/13/2013,Bobby Burton,Australian,Automation Specialist III,Victor Rogers,High,Jade,Retail,179434.368,4757.76,3,3449.088,391545.216,224823.6288,284776.59648,95325.2186112,9890.304,730708.224,0,2
PKR75034,Doris James,30,Female,569,05/30/2011,Anthony Simpson,American,VP Product Management,Jeremy Porter,High,Jade,Private Bank,111485.6,15780.76,2,1768.3182,109518.6906,386551.753632,206941.847904,190855.04765184,42470.604,810263.1636,1,2
PKR90860,Anna Welch,51,Male,43235,01/20/2000,Shawn Wallace,European,Business Systems Development Analyst,Sean Vasquez,High,Gold,Private Bank,131121.9894,33075.99,1,4267.352,738628.08,628660.1984,487211.65376,352364.0412032,10644.072,968501.52,1,2
PKR73867,Jack Harris,32,Female,17602,09/25/1993,Samuel Fowler,European,Accountant II,Joe Carroll,Low,Jade,Institutional,224722.41,19388.05,2,690.58,1398446.984,378083.17096,191631.19624,69349.7761528,75949.346,1531982.672,1,2
PKR27930,Joshua Porter,22,Male,1542,06/26/1995,Ernest Rivera,African,Teacher,Jack Phillips,High,Silver,Institutional,82651.2444,9350.64,1,1039.5945,172491.8895,780674.580504,223049.880144,229271.79785328,2813.1894,285502.455,2,1
PKR35620,Anna Duncan,58,Female,33139,08/30/2019,Ernest Rivera,Asian,Marketing Assistant,Victor Gutierrez,High,Gold,Retail,21090.7648,4114.32,2,1386.56,149157.792,60794.496,27357.5232,34044.91776,19680.192,427414.176,2,1
PKR91353,Mark Garza,31,Male,7074,06/21/2007,Victor Martinez,American,Human Resources Assistant I,Ernest Knight,High,Platinum,Commercial,337249.3575,19296.7,1,2617.082,484229.734,678377.588,196948.332,413153.83424,52707.378,1545597.194,1,4
PKR97689,Paula Ray,57,Female,39015,06/21/2018,Roger Alexander,European,Structural Engineer,Peter Castillo,High,Jade,Retail,107655.5181,38404.02,1,1045.1844,624915.3222,405753.404004,171664.901694,428694.07723038,1194.2658,655845.6762,0,2
PKR77331,Rebecca Murray,64,Male,35870,10/23/2005,Victor Ramos,Asian,Programmer Analyst IV,Nicholas Ward,Mid,Jade,Retail,224839.0718,4873.51,2,3693.3764,816590.4204,469279.743522,373833.016026,446849.76256044,25010.4599,490030.5062,0,3
PKR71401,Michelle Rose,82,Male,35626,03/20/2015,Phillip Peters,European,Research Associate,Carl Anderson,High,Silver,Retail,84089.4678,8018.4,1,1815.0327,237269.0697,28379.405652,33734.010492,20010.15828708,602.7372,243516.7839,2,1
PKR66104,George Thomas,84,Male,41002,09/08/2002,Chris Armstrong,European,Quality Control Specialist,Victor Dean,Low,Platinum,Retail,246327.375,28068,1,2661.5625,878592.9375,74747.863125,46607.491125,39677.92452,48436.6125,462837.75,0,3
PKR36471,Carlos Martin,24,Male,40756,01/04/2012,James Castillo,European,Environmental Specialist,Nicholas Ward,Mid,Jade,Institutional,157380.496,4309.76,1,691.7404,1017636.3288,1236148.337268,658677.581172,170534.3326596,46020.3276,1144712.1036,2,2
PKR81572,Christopher West,19,Female,34514,06/21/2012,Adam Hernandez,American,Automation Specialist II,Eugene Cunningham,High,Jade,Commercial,94278.1875,19980.75,2,628.53,135261.87,908877.7008,376851.7296,797373.924336,24220.545,1013471.415,2,3
PKR94055,Joan Bishop,48,Male,38941,11/29/2012,Paul Holmes,Asian,Administrative Assistant IV,Steve Sanchez,High,Gold,Institutional,439472.865,36385.95,2,917.32,858150.922,329460.18088,173400.0952,312120.17136,16741.09,535785.294,0,4
PKR88778,Albert Bryant,17,Male,785,01/25/2018,James Castillo,European,Structural Analysis Engineer,Jeremy Porter,High,Jade,Institutional,309468.8025,24993.15,1,1974.3555,801630.5115,822290.11657,590771.54006,240779.3195704,60404.968,1488976.7035,1,2
PKR68221,Paula Perkins,61,Female,2845,12/15/2001,Victor Ramos,Asian,Programmer I,Jeremy Porter,Mid,Jade,Commercial,384142.6688,34698.56,1,4193.4672,572900.8896,270551.975616,145681.833024,197156.08069248,47953.3704,193773.2784,1,3
PKR58681,Andrew Williams,73,Female,27591,11/06/1995,Shawn Cook,European,Software Test Engineer II,Sean Vasquez,Mid,Silver,Retail,107365.6155,14408.16,3,2695.3992,172396.9728,137641.65948,74358.13788,75465.599508,9218.4417,402594.3792,2,1
PKR54970,Amy Ryan,28,Male,42186,08/22/2018,Dennis Morris,European,Structural Analysis Engineer,Eugene Cunningham,High,Gold,Retail,128148.7053,12681.24,1,1332.045,121833.558,34050.75894,46031.58153,14641.8263442,12705.66,383125.0104,3,1
PKR26450,Albert Cruz,81,Female,11094,06/24/2003,Dennis Ruiz,Asian,Statistician I,Steve Sanchez,High,Jade,Retail,208965.848,53907.62,1,5767.7734,511241.4476,557088.286626,432689.93136,67066.9393608,39350.7586,227001.4528,1,3
PKR28733,Chris Larson,74,Female,9369,06/09/2017,Stephen Payne,European,Speech Pathologist,Nicholas Morrison,High,Jade,Retail,50054.16,4521.9,3,389.448,276227.712,91304.2368,39311.5464,55999.931904,11444.976,43473.888,2,1
PKR91334,Sean Myers,49,Female,36619,10/03/2013,Dennis Ruiz,European,Pharmacist,Juan Ramirez,Low,Jade,Retail,29125.2561,28117.39,2,4248.297,723573.6785,285173.38645,151436.90177,53376.5910914,24406.0085,406859.7485,2,1
PKR61397,Carol Duncan,74,Male,26887,04/28/1997,Nicholas Simmons,European,Developer I,Daniel Carroll,High,Gold,Retail,60970.2912,18932.48,2,707.112,196012.67,502813.3362,306060.2916,120675.200688,23474.766,293613.768,1,1
PKR65691,George Price,43,Female,32480,05/11/2004,Joe Price,Australian,Paralegal,Jack Phillips,Mid,Jade,Retail,133180.8784,27623.46,1,4027.3464,510992.7032,691698.963571,145620.834436,359475.43129344,15138.4723,670259.884,2,1
PKR19666,John Daniels,50,Male,29591,07/02/2019,Chris Armstrong,European,Web Developer II,Nicholas Ward,Mid,Jade,Retail,71186.0448,13756.86,2,4363.008,1267067.3184,453483.46368,241658.95104,31743.8424576,73828.4976,752241.8592,2,3
PKR76794,Carolyn Tucker,74,Male,37248,04/18/2000,Joshua Ryan,European,Payment Adjustment Coordinator,Eugene Cunningham,High,Gold,Commercial,111956.4685,24675.67,1,1971.8854,556782.5416,258024.281584,246023.152208,56705.3363016,17993.5736,567031.7636,1,1
PKR77195,Bruce Banks,83,Female,25436,09/17/2011,Joshua Bennett,American,Information Systems Manager,Victor Rogers,High,Platinum,Retail,175192.752,50740.24,1,2620.992,777960.392,1118146.5284,396433.76916,657266.8593304,11312.004,1117329.488,3,2
PKR36167,Norma Sanchez,57,Male,3002,09/03/2018,Chris Armstrong,American,Account Coordinator,Kevin Kim,High,Jade,Retail,148469.0688,43771.52,1,513.3696,96667.904,253711.480576,284331.83168,107171.228864,26628.7744,716626.0992,3,2
PKR76489,Tina Franklin,40,Male,13507,04/19/2002,Dennis Morris,European,Account Executive,Jack Phillips,High,Silver,Commercial,288372.7,7674.8,1,4381.44,1369221,297694.656,64500.5088,192757.28976,63160.44,1068170.04,3,2
PKR23438,Lillian Ellis,21,Female,19568,11/08/2008,Ernest Rivera,European,Software Test Engineer IV,Sean Vasquez,High,Silver,Retail,266530.8126,21990.3,1,447.051,467686.7955,834515.640675,219609.379125,388708.60105125,9180.933,985045.4145,2,2
PKR82705,Andrew Long,27,Male,26899,09/06/2012,Anthony Simpson,European,Social Worker,Steve Sanchez,Low,Jade,Commercial,78054.21,18705,1,2462.616,443193.192,698949.3888,143374.2336,335137.27104,38769.588,768206.088,0,1
PKR67912,Mildred Patterson,56,Male,34075,04/27/1997,Donald Reynolds,Asian,Senior Financial Analyst,Juan Ramirez,High,Jade,Institutional,189555.9256,22685.02,2,1723.3396,457331.902,64132.442632,28963.038608,72986.85729216,41997.1508,1220064.9912,3,5
PKR33202,Fred Ford,82,Female,41599,03/05/2019,Carl Nguyen,European,Engineer IV,Eric Shaw,Low,Jade,Institutional,58989.6957,11962.08,1,1451.7672,238669.5792,840089.649984,154753.356576,266617.92575808,34111.4904,0,0,1
PKR19321,Maria Gardner,69,Female,15899,04/14/1997,Chris Armstrong,European,Engineer IV,Peter Castillo,Mid,Jade,Commercial,192727.1775,19953.7,1,4306.705,703469.39,1110950.28928,498986.14688,243373.432016,35074.143,1713942.802,3,2
PKR81583,Judith Matthews,64,Male,23770,01/20/2019,Nicholas Simmons,European,Media Manager I,Ryan Taylor,High,Gold,Retail,258577.758,37668.72,1,1672.264,372833.032,502106.339328,222524.400384,379375.57388544,40969.104,479087.5408,1,2
PKR46105,Jack Sullivan,38,Female,9970,05/26/2015,Jesse Evans,Asian,Statistician III,Victor Dean,Low,Jade,Retail,456100.0353,57323.63,1,2551.9494,348975.0264,461512.763712,363616.116864,265160.06060544,28117.6896,1345870.7262,3,4
PKR21098,Jason Woods,83,Female,8380,11/12/1996,Paul Holmes,Asian,Community Outreach Specialist,Victor Gutierrez,Mid,Jade,Retail,238781.1309,38376.42,1,4957.8432,916634.5641,1211730.465762,976442.996682,113996.77876926,12450.7533,285914.61,2,2
PKR47710,Jesse Richards,41,Male,9302,08/02/2002,Benjamin Kim,Asian,Financial Advisor,Daniel Carroll,Mid,Jade,Retail,339802.5736,59287.13,1,5457.241,389702.5444,254722.426448,265049.011304,63336.3871168,36141.7258,1023580.2322,0,3
PKR42043,William Cruz,40,Female,26207,07/15/2003,Steve Diaz,European,Health Coach IV,Carl Anderson,High,Silver,Retail,138500.6896,31907.84,1,3299.68,777274.72,2426964.8896,439887.38624,807724.25232,101659.008,1868307.68,0,3
PKR49707,Gary Garcia,36,Female,22194,12/22/2012,Victor Ramos,European,Actuary,Gregory Boyd,Mid,Silver,Retail,385028.64,30937.6,2,3364.864,926133.76,436763.0336,252503.6288,352549.661184,3252.224,225850.88,1,3
PKR27394,Nancy James,50,Female,10683,11/21/1993,Chris Armstrong,European,Research Nurse,Steve Sanchez,Mid,Platinum,Retail,147230.1668,19263.88,1,116.0488,431461.6368,86604.908216,53923.810776,67878.63938288,17677.4504,504046.5042,0,2
PKR86832,Laura Gray,68,Female,26420,05/28/1994,Carl Nguyen,European,Analyst Programmer,Carl Anderson,Mid,Platinum,Retail,131962.7958,10259.67,1,4450.7496,547003.7232,561714.633216,236175.470784,458435.73815424,11136.972,973558.9512,0,2
PKR34869,Shawn Lane,50,Male,362,03/20/2004,Raymond Alexander,European,Engineer III,Victor Rogers,Mid,Jade,Retail,173052.0596,35318.52,3,5.742,85486.258,289060.893,152413.9254,76154.406174,11728.354,980616.846,0,2
PKR24876,Albert Woods,31,Female,34051,05/03/2007,Anthony Berry,Asian,Research Assistant II,Jack Phillips,High,Gold,Retail,144729.3354,30974.79,1,9300.7584,546156.3072,399326.740416,128730.330792,80390.7780048,55348.3224,1594072.1688,1,2
